Reviewer,PR Number,Review time (mins),Initial Response time (mins),Code Review Comments,PR Issue Comments,PR Review Comments,Total Comments,PR URL
ojeytonwilliams,PR 69267,9,9,0,1,0,1,https://github.com/freeCodeCamp/freeCodeCamp/pull/69267
ojeytonwilliams,PR 67687,49,49,0,0,0,0,https://github.com/freeCodeCamp/freeCodeCamp/pull/67687
ojeytonwilliams,PR 65675,5280,0,5,0,1,6,https://github.com/freeCodeCamp/freeCodeCamp/pull/65675
