Reviewer,PR Number,Review time (mins),Initial Response time (mins),Code Review Comments,PR Issue Comments,PR Review Comments,Total Comments,PR URL
Ksound22,PR 68658,2571,2571,0,0,0,0,https://github.com/freeCodeCamp/freeCodeCamp/pull/68658
Ksound22,PR 67047,10080,10080,0,0,0,0,https://github.com/freeCodeCamp/freeCodeCamp/pull/67047
