Reviewer,PR Number,Review time (mins),Initial Response time (mins),Code Review Comments,PR Issue Comments,PR Review Comments,Total Comments,PR URL
Ksound22,PR 69503,360,360,0,0,0,0,https://github.com/freeCodeCamp/freeCodeCamp/pull/69503
Ksound22,PR 66435,720,720,0,1,0,1,https://github.com/freeCodeCamp/freeCodeCamp/pull/66435
