Reviewer,PR Number,Review time (mins),Initial Response time (mins),Code Review Comments,PR Issue Comments,PR Review Comments,Total Comments,PR URL
a2937,PR 68856,240,240,0,1,0,1,https://github.com/freeCodeCamp/freeCodeCamp/pull/68856
a2937,PR 66034,120,120,0,0,0,0,https://github.com/freeCodeCamp/freeCodeCamp/pull/66034
