Reviewer,PR Number,Review time (mins),Initial Response time (mins),Code Review Comments,PR Issue Comments,PR Review Comments,Total Comments,PR URL
Sembauke,PR 66715,840,840,0,0,0,0,https://github.com/freeCodeCamp/freeCodeCamp/pull/66715
Sembauke,PR 65983,480,480,0,0,0,0,https://github.com/freeCodeCamp/freeCodeCamp/pull/65983
